BrokerName,CaseId,BaseCommission,BonusCommission
Rob,377,125,£40
Mike,378,125,£50
Rob,379,125,£830
Dave,380,125,£0
Emma,381,125,£0
Ella,382,125,£50
David,383,125,£130
Rob,384,125,£60
Peter,385,125,£130
Emma,386,125,£0
Emma,387,125,£0
Rob,388,125,£470
Steph,389,125,£290
Phil,390,125,£90
Ella,391,125,£340
Dave,392,125,£260
Phil,393,125,£730
Ella,394,125,£160
Peter,395,125,£250
Peter,396,125,£490
Steph,397,125,£80
Ella,398,125,£420
Ella,399,125,£0
Dave,400,125,£220
Ella,401,125,£540
Mike,402,125,£250
Mike,403,125,£160
Steph,404,125,£310
Emma,405,125,£0
David,406,125,£320
Steph,407,125,£200
Emma,408,125,£0
Ella,409,125,£620
Stacy,410,125,£390
Rob,411,125,£610
Emma,412,125,£30
Peter,413,125,£630
Rob,414,125,£170
Steph,415,125,£470
Mike,416,125,£290
Peter,417,125,£80
Mike,418,125,£210
Emma,419,125,£80
Stacy,420,125,£360
Mike,421,125,£40
Steph,422,125,£30
Peter,423,125,£390
Rob,424,125,£110
Phil,425,125,£870
Ella,426,125,£120
Ella,427,125,£140
Emma,428,125,£0
Phil,429,125,£120
Ella,430,125,£210
Rob,431,125,£70
Ella,432,125,£730
Mike,433,125,£0
Steph,434,125,£330
Ella,435,125,£80
David,436,125,£840
Steve,437,125,£80
Steph,438,125,£340
Peter,439,125,£760
Paula,440,125,£30
Dave,441,125,£300
Dave,442,125,£450
Ella,443,125,£310
Emma,444,125,£0
Dave,445,125,£360
Steve,446,125,£80
Rob,447,125,£780
Phil,448,125,£680
Paula,449,125,£20
Ella,450,125,£270
Steph,451,125,£0
Mike,452,125,£120
Phil,453,125,£700
Rob,454,125,£200
Peter,455,125,£610
Steph,456,125,£560
Ella,457,125,£150
Emma,458,125,£90
Stacy,459,125,£20
Steve,460,125,£80
Steph,461,125,£560
Peter,462,125,£0
Phil,463,125,£620
Rob,464,125,£450
Ella,465,125,£40
Rob,466,125,£210
Mike,467,125,£180
Stacy,468,125,£470
Peter,469,125,£0
Emma,470,125,£10
Ella,471,125,£340
Stacy,472,125,£80
Ella,473,125,£200
Dave,474,125,£450
Ella,475,125,£230
David,476,125,£820
Rob,477,125,£640
Ella,478,125,£330
Phil,479,125,£320
Phil,480,125,£300
Ella,481,125,£480
Steve,482,125,£90
Rob,483,125,£0
Rob,484,125,£150
Paula,485,125,£0
Rob,486,125,£110
Emma,487,125,£0
Steph,488,125,£540
Phil,489,125,£260
Stacy,490,125,£50
Dave,491,125,£0
Paula,492,125,£450
Ella,493,125,£330
Rob,494,125,£720
Peter,495,125,£870
Rob,496,125,£100
Dave,497,125,£30
Ella,498,125,£210
Steph,499,125,£430
Paula,500,125,£30
Ella,501,125,£40
Ella,502,125,£270
Steph,503,125,£400
Ella,504,125,£600
Phil,505,125,£270
Stacy,506,125,£240
Ella,507,125,£320
Mike,508,125,£230
Rob,509,125,£830
Peter,510,125,£780
Rob,511,125,£330
Steph,512,125,£270
Paula,513,125,£260
Rob,514,125,£120
Steve,515,125,£100
Paula,516,125,£60
Dave,517,125,£0
Ella,518,125,£760
Ella,519,125,£710
Rob,520,125,£450
Dave,521,125,£340
Rob,522,125,£850
Dave,523,125,£140
Ella,524,125,£330
Ella,525,125,£190
Steph,526,125,£370
Dave,527,125,£490
Paula,528,125,£40
Ella,529,125,£290
Paula,530,125,£110
Mike,531,125,£190
Dave,532,125,£0
Phil,533,125,£0
Dave,534,125,£90
David,535,125,£530
David,536,125,£610
Paula,537,125,£0
Phil,538,125,£680
Ella,539,125,£770
Steph,540,125,£250
Emma,541,125,£0
Rob,542,125,£230
Phil,543,125,£610
Dave,544,125,£0
Steph,545,125,£640
Ella,546,125,£190
Stacy,547,125,£20
Steph,548,125,£120
Emma,549,125,£0
Steph,550,125,£140
Mike,551,125,£190
Emma,552,125,£30
Emma,553,125,£0
Rob,554,125,£530
Stacy,555,125,£180
Rob,556,125,£800
Phil,557,125,£420
Steph,558,125,£240
Rob,559,125,£780
Phil,560,125,£470
Emma,561,125,£0
Steph,562,125,£170
Steve,563,125,£110
Phil,564,125,£320
Phil,565,125,£320
Peter,566,125,£690
Mike,567,125,£0
Dave,568,125,£0
Rob,569,125,£80
Phil,570,125,£110
Steph,571,125,£60
Rob,572,125,£320
Ella,573,125,£100
David,574,125,£170
Phil,575,125,£320
Peter,576,125,£630
Steph,577,125,£60
Emma,578,125,£70
Steve,579,125,£110
Ella,580,125,£170
Ella,581,125,£360
Ella,582,125,£230
Ella,583,125,£310
Dave,584,125,£0
Steve,585,125,£120
Ella,586,125,£690
Paula,587,125,£50
Peter,588,125,£830
Phil,589,125,£100
Emma,590,125,£50
Steph,591,125,£10
Ella,592,125,£750
Ella,593,125,£220
Dave,594,125,£190
Rob,595,125,£890
Phil,596,125,£240
Stacy,597,125,£30
Dave,598,125,£360
Ella,599,125,£340
Emma,600,125,£70
Peter,601,125,£0
David,602,125,£70
Ella,603,125,£270
Rob,604,125,£40
Rob,605,125,£90
Ella,606,125,£230
Ella,607,125,£610
Dave,608,125,£80
Dave,609,125,£460
Phil,610,125,£120
Rob,611,125,£80
Emma,612,125,£10
Steph,613,125,£230
Ella,614,125,£700
Peter,615,125,£670
Phil,616,125,£880
Steve,617,125,£130
Phil,618,125,£110
Dave,619,125,£80
David,620,125,£780
David,621,125,£220
Peter,622,125,£40
Steph,623,125,£200
Ella,624,125,£740
Steph,625,125,£540
Phil,626,125,£810
Steve,627,125,£130
Steph,628,125,£80
Emma,629,125,£80
Mike,630,125,£290
Paula,631,125,£290
Ella,632,125,£700
Dave,633,125,£260
Ella,634,125,£0
Steph,635,125,£310
Dave,636,125,£220
Peter,637,125,£500
Steve,638,125,£130
Steve,639,125,£130
Dave,640,125,£370
Emma,641,125,£0
Ella,642,125,£110
Stacy,643,125,£0
David,644,125,£760
Ella,645,125,£580
Steph,646,125,£400
Stacy,647,125,£120
Emma,648,125,£10
Dave,649,125,£190
Emma,650,125,£80
Ella,651,125,£70
Peter,652,125,£840
Peter,653,125,£600
Dave,654,125,£0
Ella,655,125,£520
Emma,656,125,£0
Mike,657,125,£70
Stacy,658,125,£490
Rob,659,125,£80
Stacy,660,125,£360
Paula,661,125,£460
Steph,662,125,£550
Stacy,663,125,£290
Paula,664,125,£200
Phil,665,125,£290
Dave,666,125,£310
Ella,667,125,£340
Steph,668,125,£420
Mike,669,125,£90
Peter,670,125,£390
Emma,671,125,£0
Rob,672,125,£0
Peter,673,125,£120
Peter,674,125,£260
David,675,125,£420
Emma,676,125,£50
Paula,677,125,£0
David,678,125,£270
Rob,679,125,£470
Paula,680,125,£440
Peter,681,125,£690
Emma,682,125,£30
David,683,125,£230
David,684,125,£630
Mike,685,125,£80
Dave,686,125,£240
Phil,687,125,£0
Rob,688,125,£130
Stacy,689,125,£400
Stacy,690,125,£260
Phil,691,125,£80
David,692,125,£610
Ella,693,125,£570
Steph,694,125,£620
David,695,125,£80
Dave,696,125,£90
Paula,697,125,£120
Mike,698,125,£110
Dave,699,125,£470
Steph,700,125,£480
Steve,701,125,£150
Dave,702,125,£440
Ella,703,125,£670
Ella,704,125,£80
Steph,705,125,£470
Dave,706,125,£360
Phil,707,125,£850
Dave,708,125,£440
Paula,709,125,£400
David,710,125,£310
Steph,711,125,£70
Stacy,712,125,£140
Rob,713,125,£760
Phil,714,125,£740
Steph,715,125,£330
Emma,716,125,£10
Ella,717,125,£170
Dave,718,125,£420
Emma,719,125,£60
Mike,720,125,£280
Ella,721,125,£490
Peter,722,125,£240
Paula,723,125,£60
Steve,724,125,£150
Rob,725,125,£610
Emma,726,125,£50
Dave,727,125,£80
Peter,728,125,£630
Emma,729,125,£0
Steph,730,125,£100
Steph,731,125,£280
Steve,732,125,£160
Emma,733,125,£0
Steph,734,125,£280
Paula,735,125,£420
Ella,736,125,£220
Mike,737,125,£0
Ella,738,125,£50
Emma,739,125,£90
Phil,740,125,£0
Steph,741,125,£0
Emma,742,125,£0
Ella,743,125,£570
Steph,744,125,£190
David,745,125,£90
Steph,746,125,£160
Paula,747,125,£220
Rob,748,125,£750
Mike,749,125,£60
Emma,750,125,£0
Paula,751,125,£110
Peter,752,125,£870
Steph,753,125,£50
Paula,754,125,£180
Stacy,755,125,£0
Mike,756,125,£280
Phil,757,125,£840
Rob,758,125,£600
Phil,759,125,£830
Dave,760,125,£40
Peter,761,125,£250
Steph,762,125,£500
Paula,763,125,£180
Stacy,764,125,£410
Phil,765,125,£710
Peter,766,125,£240
Paula,767,125,£320
Steph,768,125,£220
Phil,769,125,£420
Dave,770,125,£0
Paula,771,125,£440
Stacy,772,125,£310
Phil,773,125,£840
Emma,774,125,£0
Peter,775,125,£570
Ella,776,125,£330
Ella,777,125,£500
David,778,125,£550
Steve,779,125,£170
Steve,780,125,£170
Steve,781,125,£170
Dave,782,125,£480
Steve,783,125,£170
Mike,784,125,£260
Ella,785,125,£610
Rob,786,125,£500
Rob,787,125,£350
Peter,788,125,£420
Paula,789,125,£470
Stacy,790,125,£240
David,791,125,£600
Steve,792,125,£170
Phil,793,125,£10
David,794,125,£30
Peter,795,125,£850
Mike,796,125,£160
Mike,797,125,£0
Steph,798,125,£520
Peter,799,125,£630
Emma,800,125,£0
Ella,801,125,£50
Paula,802,125,£250
Dave,803,125,£230
Peter,804,125,£430
Ella,805,125,£740
Rob,806,125,£420
Steve,807,125,£180
Mike,808,125,£20
Mike,809,125,£40
David,810,125,£680
Peter,811,125,£480
Phil,812,125,£630
Phil,813,125,£440
David,814,125,£270
Paula,815,125,£360
Rob,816,125,£800
Rob,817,125,£70
Mike,818,125,£50
Ella,819,125,£0
Rob,820,125,£420
Emma,821,125,£0
Emma,822,125,£50
Ella,823,125,£0
Emma,824,125,£0
Emma,825,125,£0
Mike,826,125,£180
Phil,827,125,£70
Phil,828,125,£690
Emma,829,125,£90
Peter,830,125,£580
Mike,831,125,£280
Stacy,832,125,£330
Ella,833,125,£690
Ella,834,125,£20
Paula,835,125,£0
Rob,836,125,£160
Phil,837,125,£770
Phil,838,125,£260
Ella,839,125,£470
Steph,840,125,£140
Peter,841,125,£220
Peter,842,125,£110
Peter,843,125,£380
Peter,844,125,£150
Phil,845,125,£530
Ella,846,125,£40
Rob,847,125,£240
David,848,125,£80
Steph,849,125,£20
Emma,850,125,£30
Steph,851,125,£70
Ella,852,125,£170
Rob,853,125,£140
Phil,854,125,£490
Rob,855,125,£660
Ella,856,125,£240
Ella,857,125,£340
Stacy,858,125,£150
Steph,859,125,£0
Ella,860,125,£0
Paula,861,125,£430
Peter,862,125,£440
Steph,863,125,£0
Emma,864,125,£0
Dave,865,125,£0
Mike,866,125,£40
Phil,867,125,£80
Rob,868,125,£580
Phil,869,125,£250
Mike,870,125,£110
Paula,871,125,£270
Emma,872,125,£50
Rob,873,125,£680
Ella,874,125,£180
Paula,875,125,£50
Peter,876,125,£600
Ella,877,125,£100
Mike,878,125,£70
Ella,879,125,£380
Ella,880,125,£450
Ella,881,125,£530
Ella,882,125,£280
Peter,883,125,£430
Steve,884,125,£200
Rob,885,125,£260
Ella,886,125,£40
Emma,887,125,£40
Peter,888,125,£350
Emma,889,125,£0
Mike,890,125,£250
Rob,891,125,£280
Mike,892,125,£150
Paula,893,125,£40
Rob,894,125,£250
Ella,895,125,£720
Dave,896,125,£90
Steph,897,125,£380
Emma,898,125,£0
Emma,899,125,£80
Emma,900,125,£50
Ella,901,125,£420
Ella,902,125,£150
Paula,903,125,£0
Ella,904,125,£150
Phil,905,125,£290
Rob,906,125,£690
Steve,907,125,£210
Phil,908,125,£320
Ella,909,125,£590
Peter,910,125,£780
Ella,911,125,£70
Dave,912,125,£320
Steph,913,125,£620
Mike,914,125,£0
Steph,915,125,£520
Rob,916,125,£740
Emma,917,125,£50
Dave,918,125,£0
Paula,919,125,£70
Dave,920,125,£480
Steph,921,125,£570
Stacy,922,125,£220
Dave,923,125,£410
Phil,924,125,£90
Ella,925,125,£610
Phil,926,125,£760
Steve,927,125,£210
Stacy,928,125,£70
Mike,929,125,£0
Mike,930,125,£190
Steph,931,125,£290
Ella,932,125,£0
Stacy,933,125,£290
Phil,934,125,£600
Ella,935,125,£160
Steph,936,125,£470
Rob,937,125,£220
Ella,938,125,£450
Mike,939,125,£210
Emma,940,125,£0
Phil,941,125,£740
Steph,942,125,£570
Rob,943,125,£740
Peter,944,125,£230
Dave,945,125,£200
Ella,946,125,£500
Mike,947,125,£0
Phil,948,125,£90
Peter,949,125,£30
Steph,950,125,£230
Phil,951,125,£170
Mike,952,125,£0
Rob,953,125,£110
Steph,954,125,£500
Ella,955,125,£150
Steph,956,125,£300
Rob,957,125,£700
Mike,958,125,£290
Dave,959,125,£490
Mike,960,125,£180
Rob,961,125,£280
Emma,962,125,£0
Steph,963,125,£320
Phil,964,125,£150
Rob,965,125,£450
Mike,966,125,£30
Paula,967,125,£480
Rob,968,125,£840
Steve,969,125,£220
Stacy,970,125,£190
Peter,971,125,£160
Emma,972,125,£90
Steve,973,125,£220
Ella,974,125,£700
David,975,125,£170
Phil,976,125,£880
Emma,977,125,£0
Dave,978,125,£160
Steph,979,125,£450
Paula,980,125,£320
Steph,981,125,£150
Stacy,982,125,£110
Dave,983,125,£130
Phil,984,125,£380
Steph,985,125,£270
Steph,986,125,£0
Ella,987,125,£30
Phil,988,125,£870
Dave,989,125,£310
Peter,990,125,£170
Emma,991,125,£40
Stacy,992,125,£40
Ella,993,125,£550
Steph,994,125,£520
David,995,125,£500
Rob,996,125,£30
Paula,997,125,£330
Steve,998,125,£230
Peter,999,125,£680
Stacy,1000,125,£0
Ella,1001,125,£290
Ella,1002,125,£130
Ella,1003,125,£430
Paula,1004,125,£480
Ella,1005,125,£690
Stacy,1006,125,£50
Stacy,1007,125,£0
Ella,1008,125,£60
Steph,1009,125,£520
Dave,1010,125,£410
Dave,1011,125,£280
Ella,1012,125,£790
Phil,1013,125,£700
Ella,1014,125,£670
Emma,1015,125,£0
Ella,1016,125,£470
Peter,1017,125,£150
Dave,1018,125,£0
Rob,1019,125,£100
Steph,1020,125,£510
Rob,1021,125,£780
Ella,1022,125,£390
Ella,1023,125,£740
Steve,1024,125,£240
Steph,1025,125,£540
Stacy,1026,125,£110
Ella,1027,125,£10
Phil,1028,125,£500
Mike,1029,125,£10
Emma,1030,125,£40
Rob,1031,125,£190
Rob,1032,125,£170
Rob,1033,125,£430
Stacy,1034,125,£450
Ella,1035,125,£320
Steph,1036,125,£530
Phil,1037,125,£650
Dave,1038,125,£190
Dave,1039,125,£0
Phil,1040,125,£560
Dave,1041,125,£180
Steph,1042,125,£0
Stacy,1043,125,£100
Rob,1044,125,£70
Rob,1045,125,£840
Steph,1046,125,£650
Mike,1047,125,£40
Emma,1048,125,£0
Emma,1049,125,£60
Ella,1050,125,£160
Mike,1051,125,£0
Peter,1052,125,£90
Steph,1053,125,£290
Dave,1054,125,£10
Paula,1055,125,£480
Steph,1056,125,£390
Steph,1057,125,£0
Paula,1058,125,£200
Emma,1059,125,£0
Dave,1060,125,£180
Rob,1061,125,£220
Emma,1062,125,£80
Phil,1063,125,£780
Emma,1064,125,£0
Rob,1065,125,£110
Steph,1066,125,£380
Emma,1067,125,£40
Steph,1068,125,£380
Dave,1069,125,£440
Mike,1070,125,£290
Peter,1071,125,£290
Steve,1072,125,£250
Steph,1073,125,£100
Mike,1074,125,£210
Phil,1075,125,£350
Emma,1076,125,£10
Stacy,1077,125,£260
Ella,1078,125,£330
Steph,1079,125,£280
Peter,1080,125,£20
Paula,1081,125,£90
Dave,1082,125,£190
Phil,1083,125,£40
Dave,1084,125,£290
Dave,1085,125,£270
Phil,1086,125,£320
Steph,1087,125,£480
Emma,1088,125,£0
Peter,1089,125,£820
Emma,1090,125,£0
Phil,1091,125,£490
Dave,1092,125,£0
Dave,1093,125,£0
Rob,1094,125,£0
Peter,1095,125,£50
Stacy,1096,125,£490
Paula,1097,125,£150
Mike,1098,125,£130
Ella,1099,125,£80
Steph,1100,125,£610
Rob,1101,125,£300
Peter,1102,125,£410
Stacy,1103,125,£60
Ella,1104,125,£200
Rob,1105,125,£270
Phil,1106,125,£610
Mike,1107,125,£10
Phil,1108,125,£570
Paula,1109,125,£50
Stacy,1110,125,£70
Ella,1111,125,£790
Rob,1112,125,£380
Dave,1113,125,£30
Emma,1114,125,£0
Mike,1115,125,£90
Peter,1116,125,£710
Paula,1117,125,£80
Emma,1118,125,£0
Steve,1119,125,£260
Steve,1120,125,£260
Dave,1121,125,£0
Rob,1122,125,£80
David,1123,125,£490
Dave,1124,125,£180
Phil,1125,125,£80
Ella,1126,125,£750
Steve,1127,125,£270
Dave,1128,125,£0
David,1129,125,£870
Phil,1130,125,£260
Steve,1131,125,£270
Steph,1132,125,£40
Emma,1133,125,£30
Phil,1134,125,£140
Dave,1135,125,£50
Paula,1136,125,£180
Phil,1137,125,£660
Emma,1138,125,£30
Peter,1139,125,£150
Emma,1140,125,£0
Rob,1141,125,£370
Ella,1142,125,£80
Mike,1143,125,£0
Steve,1144,125,£270
Peter,1145,125,£100
Paula,1146,125,£200
Steph,1147,125,£0
Paula,1148,125,£420
Peter,1149,125,£300
Dave,1150,125,£360
Ella,1151,125,£500
Phil,1152,125,£150
Phil,1153,125,£830
Emma,1154,125,£0
Rob,1155,125,£40
Phil,1156,125,£120
Stacy,1157,125,£220
Steph,1158,125,£320
Emma,1159,125,£70
Paula,1160,125,£20
Peter,1161,125,£480
Stacy,1162,125,£460
Phil,1163,125,£690
Phil,1164,125,£630
Steve,1165,125,£280
Steph,1166,125,£470
Rob,1167,125,£30
Phil,1168,125,£570
Phil,1169,125,£610
Emma,1170,125,£20
Dave,1171,125,£110
Emma,1172,125,£0
David,1173,125,£630
Emma,1174,125,£0
Ella,1175,125,£180
Ella,1176,125,£470
Paula,1177,125,£290
Ella,1178,125,£140
Ella,1179,125,£370
Phil,1180,125,£610
Dave,1181,125,£270
Steph,1182,125,£160
Mike,1183,125,£140
Emma,1184,125,£80
Rob,1185,125,£630
Ella,1186,125,£240
Paula,1187,125,£120
Mike,1188,125,£190
Rob,1189,125,£130
Ella,1190,125,£100
David,1191,125,£780
David,1192,125,£270
Rob,1193,125,£290
Dave,1194,125,£390
Mike,1195,125,£270
Steph,1196,125,£180
Phil,1197,125,£340
Phil,1198,125,£880
Ella,1199,125,£480
Rob,1200,125,£880
Emma,1201,125,£0
Mike,1202,125,£180
Ella,1203,125,£20
Phil,1204,125,£420
Phil,1205,125,£610
Steph,1206,125,£240
Ella,1207,125,£570
Paula,1208,125,£370
Peter,1209,125,£820
Mike,1210,125,£90
Ella,1211,125,£470
David,1212,125,£730
Dave,1213,125,£80
Peter,1214,125,£0
Paula,1215,125,£390
Steph,1216,125,£600
Mike,1217,125,£0
Paula,1218,125,£0
Paula,1219,125,£70
Steve,1220,125,£290
Phil,1221,125,£800
Paula,1222,125,£430
Rob,1223,125,£260
Dave,1224,125,£300
Stacy,1225,125,£160
Peter,1226,125,£330
Ella,1227,125,£280
David,1228,125,£0
Phil,1229,125,£630
Stacy,1230,125,£100
Rob,1231,125,£140
Phil,1232,125,£310
Paula,1233,125,£310
Paula,1234,125,£140
Emma,1235,125,£0
Phil,1236,125,£470
Stacy,1237,125,£320
Rob,1238,125,£880
David,1239,125,£330
Steph,1240,125,£0
Ella,1241,125,£170
Ella,1242,125,£110
Ella,1243,125,£580
Emma,1244,125,£0
Phil,1245,125,£30
Phil,1246,125,£140
Steph,1247,125,£670
