BrokerName,CaseId,BaseCommission,BonusCommission
Peter,670,125,
Emma,671,125,
Rob,672,125,
Peter,673,125,
Peter,674,125,
David,675,125,
Emma,676,125,
Paula,677,125,
David,678,125,
Rob,679,125,
Paula,680,125,
Peter,681,125,
Emma,682,125,
David,683,125,
David,684,125,
Mike,685,125,
Dave,686,125,
Phil,687,125,
Rob,688,125,
Stacy,689,125,
Stacy,690,125,
Phil,691,125,
David,692,125,
Ella,693,125,
Steph,694,125,
David,695,125,
Dave,696,125,
Paula,697,125,
Mike,698,125,
Dave,699,125,
Steph,700,125,
Steve,701,125,
Dave,702,125,
Ella,703,125,
Ella,704,125,
Steph,705,125,
Dave,706,125,
Phil,707,125,
Dave,708,125,
Paula,709,125,
David,710,125,
Steph,711,125,
Stacy,712,125,
Rob,713,125,
Phil,714,125,
Steph,715,125,
Emma,716,125,
Ella,717,125,
Dave,718,125,
Emma,719,125,
Mike,720,125,
Ella,721,125,
Peter,722,125,
Paula,723,125,
Steve,724,125,
Rob,725,125,
Emma,726,125,
Dave,727,125,
Peter,728,125,
Emma,729,125,
Steph,730,125,
Steph,731,125,
Steve,732,125,
Emma,733,125,
Steph,734,125,
Paula,735,125,
Ella,736,125,
Mike,737,125,
Ella,738,125,
Emma,739,125,
Phil,740,125,
Steph,741,125,
Emma,742,125,
Ella,743,125,
Steph,744,125,
David,745,125,
Steph,746,125,
Paula,747,125,
Rob,748,125,
Mike,749,125,
Emma,750,125,
Paula,751,125,
Peter,752,125,
Steph,753,125,
Paula,754,125,
Stacy,755,125,
Mike,756,125,
Phil,757,125,
Rob,758,125,
Phil,759,125,
Dave,760,125,
Peter,761,125,
Steph,762,125,
Paula,763,125,
Stacy,764,125,
Phil,765,125,
Peter,766,125,
Paula,767,125,
Steph,768,125,
Phil,769,125,
Dave,770,125,
Paula,771,125,
Stacy,772,125,
Phil,773,125,
Emma,774,125,
Peter,775,125,
Ella,776,125,
Ella,777,125,
David,778,125,
Steve,779,125,
Steve,780,125,
Steve,781,125,
Dave,782,125,
Steve,783,125,
Mike,784,125,
Ella,785,125,
Rob,786,125,
Rob,787,125,
Peter,788,125,
Paula,789,125,
Stacy,790,125,
David,791,125,
Steve,792,125,
Phil,793,125,
David,794,125,
Peter,795,125,
Mike,796,125,
Mike,797,125,
Steph,798,125,
Peter,799,125,
Emma,800,125,
Ella,801,125,
Paula,802,125,
Dave,803,125,
Peter,804,125,
Ella,805,125,
Rob,806,125,
Steve,807,125,
Mike,808,125,
Mike,809,125,
David,810,125,
Peter,811,125,
Phil,812,125,
Phil,813,125,
David,814,125,
Paula,815,125,
Rob,816,125,
Rob,817,125,
Mike,818,125,
Ella,819,125,
Rob,820,125,
Emma,821,125,
Emma,822,125,
Ella,823,125,
Emma,824,125,
Emma,825,125,
Mike,826,125,
Phil,827,125,
Phil,828,125,
Emma,829,125,
Peter,830,125,
Mike,831,125,
Stacy,832,125,
Ella,833,125,
Ella,834,125,
Paula,835,125,
Rob,836,125,
Phil,837,125,
Phil,838,125,
Ella,839,125,
Steph,840,125,
Peter,841,125,
Peter,842,125,
Peter,843,125,
Peter,844,125,
Phil,845,125,
Ella,846,125,
Rob,847,125,
David,848,125,
Steph,849,125,
Emma,850,125,
Steph,851,125,
Ella,852,125,
Rob,853,125,
Phil,854,125,
Rob,855,125,
Ella,856,125,
Ella,857,125,
Stacy,858,125,
Steph,859,125,
Ella,860,125,
Paula,861,125,
Peter,862,125,
Steph,863,125,
Emma,864,125,
Dave,865,125,
Mike,866,125,
Phil,867,125,
Rob,868,125,
Phil,869,125,
Mike,870,125,
Paula,871,125,
Emma,872,125,
Rob,873,125,
Ella,874,125,
Paula,875,125,
Peter,876,125,
Ella,877,125,
Mike,878,125,
Ella,879,125,
Ella,880,125,
Ella,881,125,
Ella,882,125,
Peter,883,125,
Steve,884,125,
Rob,885,125,
Ella,886,125,
Emma,887,125,
Peter,888,125,
Emma,889,125,
Mike,890,125,
Rob,891,125,
Mike,892,125,
Paula,893,125,
Rob,894,125,
Ella,895,125,
Dave,896,125,
Steph,897,125,
Emma,898,125,
Emma,899,125,
Emma,900,125,
Ella,901,125,
Ella,902,125,
Paula,903,125,
Ella,904,125,
Phil,905,125,
Rob,906,125,
Steve,907,125,
Phil,908,125,
Ella,909,125,
Peter,910,125,
Ella,911,125,
Dave,912,125,
Steph,913,125,
Mike,914,125,
Steph,915,125,
Rob,916,125,
Emma,917,125,
Dave,918,125,
Paula,919,125,
Dave,920,125,
Steph,921,125,
Stacy,922,125,
Dave,923,125,
Phil,924,125,
Ella,925,125,
Phil,926,125,
Steve,927,125,
Stacy,928,125,
Mike,929,125,
Mike,930,125,
Steph,931,125,
Ella,932,125,
Stacy,933,125,
Phil,934,125,
Ella,935,125,
Steph,936,125,
Rob,937,125,
Ella,938,125,
Mike,939,125,
Emma,940,125,
Phil,941,125,
Steph,942,125,
Rob,943,125,
Peter,944,125,
Dave,945,125,
Ella,946,125,
Mike,947,125,
Phil,948,125,
Peter,949,125,
Steph,950,125,
Phil,951,125,
Mike,952,125,
Rob,953,125,
Steph,954,125,
Ella,955,125,
Steph,956,125,
Rob,957,125,
Mike,958,125,
Dave,959,125,
Mike,960,125,
Rob,961,125,
Emma,962,125,
Steph,963,125,
Phil,964,125,
Rob,965,125,
Mike,966,125,
Paula,967,125,
Rob,968,125,
Steve,969,125,
Stacy,970,125,
Peter,971,125,
Emma,972,125,
Steve,973,125,
Ella,974,125,
David,975,125,
Phil,976,125,
Emma,977,125,
Dave,978,125,
Steph,979,125,
Paula,980,125,
Steph,981,125,
Stacy,982,125,
Dave,983,125,
Phil,984,125,
Steph,985,125,
Steph,986,125,
Ella,987,125,
Phil,988,125,
Dave,989,125,
Peter,990,125,
Emma,991,125,
Stacy,992,125,
Ella,993,125,
Steph,994,125,
David,995,125,
Rob,996,125,
Paula,997,125,
Steve,998,125,
Peter,999,125,
Stacy,1000,125,
Ella,1001,125,
Ella,1002,125,
Ella,1003,125,
Paula,1004,125,
Ella,1005,125,
Stacy,1006,125,
Stacy,1007,125,
Ella,1008,125,
Steph,1009,125,
Dave,1010,125,
Dave,1011,125,
Ella,1012,125,
Phil,1013,125,
Ella,1014,125,
Emma,1015,125,
Ella,1016,125,
Peter,1017,125,
Dave,1018,125,
Rob,1019,125,
Steph,1020,125,
Rob,1021,125,
Ella,1022,125,
Ella,1023,125,
Steve,1024,125,
Steph,1025,125,
Stacy,1026,125,
Ella,1027,125,
Phil,1028,125,
Mike,1029,125,
Emma,1030,125,
Rob,1031,125,
Rob,1032,125,
Rob,1033,125,
Stacy,1034,125,
Ella,1035,125,
Steph,1036,125,
Phil,1037,125,
Dave,1038,125,
Dave,1039,125,
Phil,1040,125,
Dave,1041,125,
Steph,1042,125,
Stacy,1043,125,
Rob,1044,125,
Rob,1045,125,
Steph,1046,125,
Mike,1047,125,
Emma,1048,125,
Emma,1049,125,
Ella,1050,125,
Mike,1051,125,
Peter,1052,125,
Steph,1053,125,
Dave,1054,125,
Paula,1055,125,
Steph,1056,125,
Steph,1057,125,
Paula,1058,125,
Emma,1059,125,
Dave,1060,125,
Rob,1061,125,
Emma,1062,125,
Phil,1063,125,
Emma,1064,125,
Rob,1065,125,
Steph,1066,125,
Emma,1067,125,
Steph,1068,125,
Dave,1069,125,
Mike,1070,125,
Peter,1071,125,
Steve,1072,125,
Steph,1073,125,
Mike,1074,125,
Phil,1075,125,
Emma,1076,125,
Stacy,1077,125,
Ella,1078,125,
Steph,1079,125,
Peter,1080,125,
Paula,1081,125,
Dave,1082,125,
Phil,1083,125,
Dave,1084,125,
Dave,1085,125,
Phil,1086,125,
Steph,1087,125,
Emma,1088,125,
Peter,1089,125,
Emma,1090,125,
Phil,1091,125,
Dave,1092,125,
Dave,1093,125,
Rob,1094,125,
Peter,1095,125,
Stacy,1096,125,
Paula,1097,125,
Mike,1098,125,
Ella,1099,125,
Steph,1100,125,
Rob,1101,125,
Peter,1102,125,
Stacy,1103,125,
Ella,1104,125,
Rob,1105,125,
Phil,1106,125,
Mike,1107,125,
Phil,1108,125,
Paula,1109,125,
Stacy,1110,125,
Ella,1111,125,
Rob,1112,125,
Dave,1113,125,
Emma,1114,125,
Mike,1115,125,
Peter,1116,125,
Paula,1117,125,
Emma,1118,125,
Steve,1119,125,
Steve,1120,125,
Dave,1121,125,
Rob,1122,125,
David,1123,125,
Dave,1124,125,
Phil,1125,125,
Ella,1126,125,
Steve,1127,125,
Dave,1128,125,
David,1129,125,
Phil,1130,125,
Steve,1131,125,
Steph,1132,125,
Emma,1133,125,
Phil,1134,125,
Dave,1135,125,
Paula,1136,125,
Phil,1137,125,
Emma,1138,125,
Peter,1139,125,
Emma,1140,125,
Rob,1141,125,
Ella,1142,125,
Mike,1143,125,
Steve,1144,125,
Peter,1145,125,
Paula,1146,125,
Steph,1147,125,
Paula,1148,125,
Peter,1149,125,
Dave,1150,125,
Ella,1151,125,
Phil,1152,125,
Phil,1153,125,
Emma,1154,125,
Rob,1155,125,
Phil,1156,125,
Stacy,1157,125,
Steph,1158,125,
Emma,1159,125,
Paula,1160,125,
Peter,1161,125,
Stacy,1162,125,
Phil,1163,125,
Phil,1164,125,
Steve,1165,125,
Steph,1166,125,
Rob,1167,125,
Phil,1168,125,
Phil,1169,125,
Emma,1170,125,
Dave,1171,125,
Emma,1172,125,
David,1173,125,
Emma,1174,125,
Ella,1175,125,
Ella,1176,125,
Paula,1177,125,
Ella,1178,125,
Ella,1179,125,
Phil,1180,125,
Dave,1181,125,
Steph,1182,125,
Mike,1183,125,
Emma,1184,125,
Rob,1185,125,
Ella,1186,125,
Paula,1187,125,
Mike,1188,125,
Rob,1189,125,
Ella,1190,125,
David,1191,125,
David,1192,125,
Rob,1193,125,
Dave,1194,125,
Mike,1195,125,
Steph,1196,125,
Phil,1197,125,
Phil,1198,125,
Ella,1199,125,
Rob,1200,125,
Emma,1201,125,
Mike,1202,125,
Ella,1203,125,
Phil,1204,125,
Phil,1205,125,
Steph,1206,125,
Ella,1207,125,
Paula,1208,125,
Peter,1209,125,
Mike,1210,125,
Ella,1211,125,
David,1212,125,
Dave,1213,125,
Peter,1214,125,
Paula,1215,125,
Steph,1216,125,
Mike,1217,125,
Paula,1218,125,
Paula,1219,125,
Steve,1220,125,
Phil,1221,125,
Paula,1222,125,
Rob,1223,125,
Dave,1224,125,
Stacy,1225,125,
Peter,1226,125,
Ella,1227,125,
David,1228,125,
Phil,1229,125,
Stacy,1230,125,
Rob,1231,125,
Phil,1232,125,
Paula,1233,125,
Paula,1234,125,
Emma,1235,125,
Phil,1236,125,
Stacy,1237,125,
Rob,1238,125,
David,1239,125,
Steph,1240,125,
Ella,1241,125,
Ella,1242,125,
Ella,1243,125,
Emma,1244,125,
Phil,1245,125,
Phil,1246,125,
Steph,1247,125,
Steph,1248,125,
Steph,1249,125,
Dave,1250,125,
Ella,1251,125,
Ella,1252,125,
Peter,1253,125,
Emma,1254,125,
Mike,1255,125,
Dave,1256,125,
Emma,1257,125,
Rob,1258,125,
Rob,1259,125,
Ella,1260,125,
Phil,1261,125,
Dave,1262,125,
Rob,1263,125,
Rob,1264,125,
Phil,1265,125,
Ella,1266,125,
Ella,1267,125,
David,1268,125,
Emma,1269,125,
David,1270,125,
Ella,1271,125,
Phil,1272,125,
Mike,1273,125,
Rob,1274,125,
Steph,1275,125,
Peter,1276,125,
Dave,1277,125,
Rob,1278,125,
Ella,1279,125,
Dave,1280,125,
Steph,1281,125,
Peter,1282,125,
Steph,1283,125,
David,1284,125,
Ella,1285,125,
Emma,1286,125,
Rob,1287,125,
Phil,1288,125,
Steph,1289,125,
Rob,1290,125,
Dave,1291,125,
Ella,1292,125,
Steve,1293,125,
Dave,1294,125,
Stacy,1295,125,
Phil,1296,125,
Dave,1297,125,
Mike,1298,125,
Dave,1299,125,
Steph,1300,125,
Emma,1301,125,
Dave,1302,125,
Emma,1303,125,
Dave,1304,125,
Peter,1305,125,
Paula,1306,125,
Dave,1307,125,
Stacy,1308,125,
Ella,1309,125,
Emma,1310,125,
Phil,1311,125,
Steve,1312,125,
David,1313,125,
Rob,1314,125,
Ella,1315,125,
Steph,1316,125,
Ella,1317,125,
Steve,1318,125,
David,1319,125,
Rob,1320,125,
Ella,1321,125,
Steve,1322,125,
Emma,1323,125,
Dave,1324,125,
Steve,1325,125,
Steph,1326,125,
Dave,1327,125,
Mike,1328,125,
Mike,1329,125,
Emma,1330,125,
Emma,1331,125,
David,1332,125,
Mike,1333,125,
Ella,1334,125,
Phil,1335,125,
Steph,1336,125,
Ella,1337,125,
Emma,1338,125,
Dave,1339,125,
Rob,1340,125,
Phil,1341,125,
Mike,1342,125,
Paula,1343,125,
David,1344,125,
Steve,1345,125,
Emma,1346,125,
Phil,1347,125,
Stacy,1348,125,
Dave,1349,125,
Paula,1350,125,
Mike,1351,125,
Dave,1352,125,
Phil,1353,125,
Rob,1354,125,
Rob,1355,125,
Ella,1356,125,
Ella,1357,125,
David,1358,125,
Ella,1359,125,
Emma,1360,125,
Ella,1361,125,
Emma,1362,125,
Ella,1363,125,
Emma,1364,125,
Rob,1365,125,
Emma,1366,125,
Phil,1367,125,
Peter,1368,125,
Peter,1369,125,
Emma,1370,125,
Steve,1371,125,
Paula,1372,125,
Mike,1373,125,
Dave,1374,125,
Dave,1375,125,
Phil,1376,125,
David,1377,125,
David,1378,125,
Paula,1379,125,
Peter,1380,125,
Paula,1381,125,
Steph,1382,125,
David,1383,125,
Stacy,1384,125,
Dave,1385,125,
Dave,1386,125,
Ella,1387,125,
Stacy,1388,125,
Peter,1389,125,
Paula,1390,125,
Paula,1391,125,
Rob,1392,125,
Peter,1393,125,
Emma,1394,125,
Ella,1395,125,
Phil,1396,125,
Steph,1397,125,
Phil,1398,125,
Ella,1399,125,
Paula,1400,125,
Ella,1401,125,
Dave,1402,125,
Peter,1403,125,
Emma,1404,125,
Stacy,1405,125,
Ella,1406,125,
Emma,1407,125,
Dave,1408,125,
Dave,1409,125,
Emma,1410,125,
Dave,1411,125,
Phil,1412,125,
Rob,1413,125,
Rob,1414,125,
Ella,1415,125,
Paula,1416,125,
Peter,1417,125,
Phil,1418,125,
Dave,1419,125,
Peter,1420,125,
Phil,1421,125,
Steph,1422,125,
Rob,1423,125,
Paula,1424,125,
Peter,1425,125,
Steph,1426,125,
David,1427,125,
Emma,1428,125,
Dave,1429,125,
Emma,1430,125,
David,1431,125,
Mike,1432,125,
Ella,1433,125,
Steph,1434,125,
David,1435,125,
David,1436,125,
Peter,1437,125,
Steph,1438,125,
Steph,1439,125,
Peter,1440,125,
Phil,1441,125,
Dave,1442,125,
Paula,1443,125,
Paula,1444,125,
Mike,1445,125,
Paula,1446,125,
Phil,1447,125,
Steph,1448,125,
Stacy,1449,125,
Emma,1450,125,
Steve,1451,125,
Steph,1452,125,
Ella,1453,125,
Steve,1454,125,
Phil,1455,125,
Stacy,1456,125,
Peter,1457,125,
Paula,1458,125,
Dave,1459,125,
Dave,1460,125,
Ella,1461,125,
Mike,1462,125,
Dave,1463,125,
Ella,1464,125,
Steph,1465,125,
Stacy,1466,125,
Emma,1467,125,
Dave,1468,125,
Dave,1469,125,
Phil,1470,125,
Peter,1471,125,
Paula,1472,125,
Ella,1473,125,
Dave,1474,125,
Ella,1475,125,
Steph,1476,125,
Paula,1477,125,
Phil,1478,125,
Paula,1479,125,
Peter,1480,125,
Emma,1481,125,
Steph,1482,125,
Steph,1483,125,
Ella,1484,125,
Dave,1485,125,
Emma,1486,125,
Dave,1487,125,
Paula,1488,125,
Paula,1489,125,
Mike,1490,125,
Ella,1491,125,
Steve,1492,125,
Phil,1493,125,
Phil,1494,125,
Mike,1495,125,
Stacy,1496,125,
Emma,1497,125,
Rob,1498,125,
Emma,1499,125,
